District;State;Central Government Schools;District ID;Female Gender;General Social Group;Government Aided Schools;Government Schools;Grade;Male Gender;OBC Social Group;Private School;Rural Location;SC Social Group;ST Social Group;State ID;Total Schools;Total Students;Total Teachers;Transgender;Urban Location
Hyderabad;Telangana;20.447906;3622;56.085686;31.994818;25.80331;28.334957;Grade 3;43.914314;48.445595;25.413826;0;12.953368;6.2176166;36;45;1027;129;0;100
Rangareddy;Telangana;13.902439;3623;51.09756;21.797005;16.463415;36.951218;Grade 3;48.90244;49.584026;32.682926;17.560976;18.968386;9.484193;36;42;820;118;0;82.439026
Vikarabad;Telangana;0;3624;48.41169;9.825033;17.097172;51.78352;Grade 3;51.58831;65.27591;31.11931;48.21648;16.554508;8.344549;36;43;813;119;0;51.78352
Mahabubnagar;Telangana;3.4013605;3625;48.0091;17.44627;15.873015;40.816326;Grade 3;51.9909;57.522125;39.909298;49.773243;16.30847;8.470291;36;43;882;110;0;50.226757
Jogulamba;Telangana;0;3626;44.84127;7.1045575;0;52.51323;Grade 3;55.15873;75.46917;47.48677;64.41799;16.353888;0.9383378;36;26;756;77;0;35.582012
Wanaparthy;Telangana;0;3627;48.815166;8.040201;1.5748031;54.330708;Grade 3;51.184834;70.35176;44.09449;40.157482;17.755444;3.3500838;36;34;635;90;0;59.842518
Nagarkurnool;Telangana;0.6527415;3628;49.473682;5.4814816;7.832898;47.258484;Grade 3;50.526318;56.74074;44.255875;76.89295;28.444445;9.333333;36;44;766;113;0;23.10705
Nalgonda;Telangana;6.2689586;3629;48.028313;5.952381;19.211325;37.007076;Grade 3;51.971687;64.71861;37.512638;53.38726;18.83117;10.38961;36;49;989;131;0;46.61274
Suryapet;Telangana;0;3630;50.487804;7.263294;17.439024;40;Grade 3;49.512196;62.12711;42.560974;52.07317;22.438393;8.171206;36;42;820;126;0;47.92683
Khammam;Telangana;5.776173;3631;47.051746;9.9863205;14.079422;47.412754;Grade 3;52.948254;52.941177;32.731647;52.105896;21.067032;16.005472;36;49;831;127;0;47.894104
Mulugu;Telangana;6.3356166;3632;49.4863;6.9343066;2.910959;49.143837;Grade 3;50.5137;52.37226;41.60959;100;15.145986;25.547445;36;35;584;95;0;0
Narayanapet;Telangana;0;3633;47.007298;10.971223;5.9766765;48.25073;Grade 3;52.992702;64.568344;45.772594;69.09621;16.366907;7.733813;36;31;686;83;0;30.90379
Leh (Ladakh);Ladakh;6.52819;3707;50.14837;12.149532;2.670623;22.848665;Grade 3;49.85163;0;67.95252;45.10386;0.62305295;86.29283;37;26;337;85;0;54.89614
Kargil;Ladakh;7.556675;3708;50.629723;0.2840909;0;36.775818;Grade 3;49.370277;0.2840909;55.667507;63.224182;0;99.431816;37;35;397;98;0;36.775818
Kupwara;Jammu & Kashmir;0;101;51.24792;66.83673;0;49.42717;Grade 5;48.75208;13.095238;50.57283;93.28969;0.6802721;18.537415;1;47;611;134;0;6.710311
Baramula;Jammu & Kashmir;6.7610064;102;50.943398;84.09091;0;45.597485;Grade 5;49.056602;8.391608;47.64151;76.72956;0.34965035;3.1468532;1;50;636;142;0;23.270441
Srinagar;Jammu & Kashmir;8.545455;103;53.090908;85.58559;0;34.363636;Grade 5;46.909092;6.081081;57.090908;10.181818;0.9009009;5.4054055;1;41;550;122;0;89.818184
Badgam;Jammu & Kashmir;7.106599;104;49.83051;74.954956;0;39.93232;Grade 5;50.16949;16.936937;52.961082;77.157364;1.081081;5.5855856;1;48;591;135;0;22.84264
Pulwama;Jammu & Kashmir;1.3856813;105;53.987732;71.895424;0;56.69746;Grade 5;46.012268;9.586057;41.91686;83.4873;0;15.250545;1;45;866;130;0;16.512703
Anantnag;Jammu & Kashmir;0.54744524;106;53.10219;65.38461;0;45.9854;Grade 5;46.71533;13.269231;53.46715;90.875916;0.96153843;19.615385;1;51;548;147;0.18248175;9.124087
Doda;Jammu & Kashmir;9.562399;109;44.246353;72.81746;0;36.466774;Grade 5;55.753647;2.1825397;53.970825;61.750404;11.309524;9.126985;1;50;617;135;0;38.249596
Udhampur;Jammu & Kashmir;13.533834;110;45.864662;63.029316;0;40.30075;Grade 5;54.135338;3.4201953;46.165413;65.56391;22.801304;10.260587;1;53;665;128;0;34.43609
Punch;Jammu & Kashmir;0;111;50.460403;37.65182;0;50.35461;Grade 5;49.539597;3.8461537;49.64539;93.79433;0.20242915;58.299595;1;46;564;125;0;6.2056737
Rajauri;Jammu & Kashmir;8.995502;112;46.326836;48.57595;0;47.226387;Grade 5;53.673164;4.43038;43.77811;85.30734;3.7974684;41.772152;1;48;667;131;0;14.692654
Jammu;Jammu & Kashmir;31.25;113;48.924732;56.57143;0;32.1875;Grade 5;51.075268;7.542857;36.5625;49.791668;29.142857;6.6285715;1;55;960;156;0;50.208332
Kathua;Jammu & Kashmir;16.10018;114;47.0483;57.168785;0;43.828266;Grade 5;52.9517;9.4373865;40.071556;75.84973;22.141562;11.252269;1;51;559;133;0;24.150269
Shopian;Jammu & Kashmir;0;115;53.205128;73.54988;0;37.820515;Grade 5;46.794872;8.816706;62.179485;91.45299;0.23201856;15.313225;1;41;468;126;0;8.5470085
Bandipora;Jammu & Kashmir;4.029304;116;49.2674;71.10266;0;48.35165;Grade 5;50.7326;13.498099;47.61905;72.34432;0;13.498099;1;45;546;131;0;27.655678
Kishtwar;Jammu & Kashmir;5.484461;117;48.628883;69.414314;2.9250457;40.036564;Grade 5;51.371117;1.7353579;51.553932;70.56673;11.496746;12.147506;1;47;547;121;0;29.433273
Ramban;Jammu & Kashmir;0;118;42.429024;79.40663;0;51.181103;Grade 5;57.570976;6.1082025;48.818897;83.62205;4.013962;8.726004;1;49;635;126;0;16.377953
Ganderbal;Jammu & Kashmir;0;119;53.7428;40.692642;0;45.297504;Grade 5;46.2572;28.138529;54.702496;96.928986;0.64935064;30.51948;1;40;521;116;0;3.0710173
Kulgam;Jammu & Kashmir;1.8927444;120;48.422714;79.96689;0;38.01262;Grade 5;51.577286;4.8013244;60.09464;90.53628;1.3245033;13.907285;1;49;634;137;0;9.463722
Reasi;Jammu & Kashmir;5.4307117;121;45.88015;57.90514;0;47.940075;Grade 5;54.11985;9.683794;46.629215;85.58052;11.264822;18.181818;1;47;534;104;0;14.419476
Samba;Jammu & Kashmir;5.019305;122;48.648647;55.44148;0;35.907337;Grade 5;51.351353;6.7761807;59.07336;72.39382;31.00616;6.7761807;1;40;518;107;0;27.606178
Chamba;Himachal Pradesh;20.891365;201;46.27507;61.769615;0;38.440113;Grade 5;53.72493;1.836394;40.66852;78.69081;18.196995;18.196995;2;51;718;112;0;21.309193
Kangra;Himachal Pradesh;20.053835;202;48.7214;47.01897;0;37.95424;Grade 5;51.2786;27.100271;41.991924;90.040375;18.97019;6.775068;2;50;743;125;0;9.959623
Lahul & Spiti;Himachal Pradesh;7.8125;203;53.125;4.6875;0;23.4375;Grade 5;46.875;0;68.75;100;5.46875;89.84375;2;9;128;29;0;0
Kullu;Himachal Pradesh;4.9423394;204;50.421585;62.082516;0;51.89456;Grade 5;49.578415;2.7504911;43.163097;74.46458;31.23772;3.1434186;2;46;607;78;0;25.53542
Mandi;Himachal Pradesh;14.701378;205;47.013783;65.10501;0;40.888206;Grade 5;52.986217;5.0080776;44.41041;86.21746;27.948303;1.9386107;2;52;653;136;0;13.782542
Hamirpur (H.P.);Himachal Pradesh;8.716323;206;48.65293;57.86517;0;50.07924;Grade 5;51.34707;18.913858;41.204437;79.2393;20.973783;1.4981273;2;43;631;95;0;20.760696
Una;Himachal Pradesh;7.824726;207;46.540882;45.422535;0;54.773083;Grade 5;53.459118;27.464788;37.40219;86.85446;23.239437;3.6971831;2;38;639;99;0;13.14554
Bilaspur (H.P.);Himachal Pradesh;4.792332;208;49.361023;68.43854;0;49.041534;Grade 5;50.638977;6.8106313;46.166134;72.68371;22.923588;1.6611296;2;47;626;116;0;27.316294
Solan;Himachal Pradesh;8.969211;209;44.84605;70.60811;0;51.405624;Grade 5;55.15395;4.0540543;39.625168;71.61981;23.141891;2.0270271;2;37;747;107;0;28.380188
Sirmaur;Himachal Pradesh;7.008547;210;51.28205;42.803032;0;54.700855;Grade 5;48.71795;25;38.2906;61.88034;29.734848;0.9469697;2;43;585;97;0;38.11966
Shimla;Himachal Pradesh;13.850415;211;50.277008;71.31661;0;45.29086;Grade 5;49.722992;1.0971787;40.858727;50.415512;26.018808;1.4106584;2;48;722;109;0;49.584488
Kinnaur;Himachal Pradesh;8.152174;212;51.086956;19.726027;0;38.586956;Grade 5;48.913044;0;53.260868;100;16.164383;64.10959;2;36;368;74;0;0
Gurdaspur;Punjab;5.859375;301;48.632812;32.26453;20.996094;44.23828;Grade 5;51.367188;33.667336;28.90625;56.347656;33.967937;0.1002004;3;51;1024;112;0;43.652344
Amritsar;Punjab;6.0240965;302;43.850807;44.56967;24.39759;34.93976;Grade 5;56.149193;13.422132;34.638554;43.5743;41.598362;0.40983605;3;40;996;71;0;56.4257
Kapurthala;Punjab;13.661202;303;51.457195;39.0625;18.214935;38.797813;Grade 5;48.542805;18.19853;29.326048;45.537342;41.544117;1.194853;3;48;1098;105;0;54.462658
Jalandhar;Punjab;23.006134;304;49.76994;44.284573;17.407976;33.665646;Grade 5;50.23006;9.752198;25.920246;29.601227;45.40368;0.5595524;3;53;1304;128;0;70.39877
Hoshiarpur;Punjab;3.1612225;305;49.10432;30.926723;19.9157;40.885143;Grade 5;50.89568;24.353449;36.037933;62.170708;44.61207;0.10775862;3;49;949;95;0;37.829292
Nawanshahr;Punjab;0;306;54.10691;34.034164;7.5619297;53.715775;Grade 5;45.89309;19.053877;38.722294;76.7927;46.51774;0.26281208;3;41;767;88;0;23.207302
Rupnagar;Punjab;3.3594625;307;51.851852;44.130924;20.38074;40.649498;Grade 5;48.148148;27.31377;35.610302;73.01232;28.442438;0;3;46;893;85;0;26.987682
Fatehgarh Sahib;Punjab;3.4052212;308;48.92168;48.914288;10.783201;48.694664;Grade 5;51.07832;15.085714;37.116913;57.207718;35.771427;0.22857143;3;44;881;83;0;42.792282
Ludhiana;Punjab;9.449541;309;48.348625;55.616943;25.59633;34.77064;Grade 5;51.651375;12.062615;30.183487;40.91743;32.320442;0;3;46;1090;79;0;59.08257
Moga;Punjab;0;310;52.02086;40.94488;24.77184;38.46154;Grade 5;47.97914;14.698163;36.766624;45.76271;44.09449;0.1312336;3;32;767;67;0;54.23729
Firozpur;Punjab;7.7699294;311;46.014126;36.94332;20.383451;39.656914;Grade 5;53.985874;9.109312;32.18971;50.35318;53.94737;0;3;43;991;83;0;49.64682
Muktsar;Punjab;0;312;48.104958;32.939438;8.746356;45.772594;Grade 5;51.895042;14.623339;45.48105;44.31487;52.43722;0;3;30;686;65;0;55.68513
Faridkot;Punjab;3.649635;313;48.296837;37.682926;23.722628;36.49635;Grade 5;51.703163;14.02439;36.131386;42.579075;47.92683;0.36585367;3;33;822;76;0;57.420925
Bathinda;Punjab;14.204545;314;49.526516;44.106464;17.992424;37.5;Grade 5;50.473484;16.254753;30.30303;38.825756;39.44867;0.19011407;3;39;1056;95;0;61.174244
Mansa;Punjab;0;315;46.478874;46.484375;11.523687;44.558258;Grade 5;53.521126;15.494792;43.918053;63.636364;37.890625;0.13020833;3;30;781;64;0;36.363636
Sangrur;Punjab;6.465517;316;52.37069;35.886215;24.353449;35.452587;Grade 5;47.62931;26.258205;33.728447;51.50862;37.417942;0.43763676;3;41;928;101;0;48.49138
Patiala;Punjab;12.258064;317;46.26728;51.486988;19.815668;39.631336;Grade 5;53.73272;20.91078;28.294931;54.101383;27.137547;0.464684;3;47;1085;105;0;45.898617
Mohali;Punjab;13.926499;318;48.3559;61.089493;18.762089;34.91296;Grade 5;51.6441;17.509727;32.398453;40.715668;21.10895;0.29182878;3;42;1034;108;0;59.284332
Taran Taran;Punjab;7.009346;319;47.07944;37.873356;14.018692;43.457943;Grade 5;52.92056;12.066906;35.51402;83.99533;49.701313;0.35842294;3;35;856;75;0;16.004673
Barnala;Punjab;4.249292;320;50;46.74221;7.507082;45.467422;Grade 5;50;14.447592;42.776203;52.832863;38.38527;0.28328612;3;29;706;71;0;47.167137
Fazilka;Punjab;14.389234;321;51.345757;29.491173;20.393375;33.022774;Grade 5;48.654243;24.818275;32.19462;49.482403;45.586708;0.10384216;3;40;966;80;0;50.517597
Pathankot;Punjab;25.610859;322;48.597286;40.4178;11.040724;37.19457;Grade 5;51.402714;20.61762;26.153847;50.04525;38.782925;0.18165304;3;53;1105;131;0;49.95475
Chandigarh;Chandigarh;17.964071;401;53.393215;81.15632;16.167665;32.93413;Grade 5;46.606785;4.3897214;32.93413;14.97006;8.244111;0.9635974;4;34;1002;94;0;85.02994
Uttarkashi;Uttarakhand;9.090909;501;45.263157;4.2704625;0;37.412586;Grade 5;54.736843;65.12456;53.496502;84.26573;30.427046;0.17793594;5;43;572;94;0;15.734265
Chamoli;Uttarakhand;14.078947;502;46.875;65.793106;0;38.68421;Grade 5;53.125;3.586207;47.236843;75.26316;24.551723;3.862069;5;54;760;116;0;24.736841
Rudraprayag;Uttarakhand;4.815409;503;46.388443;71.47595;5.6179776;46.869984;Grade 5;53.611557;0.99502486;42.69663;78.49117;27.363184;0;5;52;623;98;0;21.50883
Tehri Garhwal;Uttarakhand;7.208589;504;49.3865;60;0;40.644173;Grade 5;50.6135;19.84;52.14724;90.4908;19.68;0.48;5;43;652;101;0;9.509202
Dehradun;Uttarakhand;24.506578;505;52.569504;52.762924;15.296053;30.263159;Grade 5;47.430496;27.005348;29.93421;46.299343;14.973262;4.9910874;5;54;1216;142;0;53.700657
Pauri;Uttarakhand;10.511364;506;45.028408;73.23741;3.5511363;49.857956;Grade 5;54.971592;9.064748;36.079544;74.431816;16.978416;0.7194245;5;50;704;117;0;25.568182
Pithoragarh;Uttarakhand;10.759494;507;43.829113;50.482315;2.5316455;43.037975;Grade 5;56.170887;12.379421;43.670887;75.63291;32.315113;4.823151;5;52;632;110;0;24.367088
Bageshwar;Uttarakhand;10.320285;508;45.01779;61.271675;0;45.01779;Grade 5;54.98221;3.2755299;44.661922;69.03915;35.067436;0.38535646;5;44;562;117;0;30.960854
Almora;Uttarakhand;8.810573;509;51.785713;69.32331;2.6431718;37.004406;Grade 5;48.214287;5.263158;51.54185;73.42144;25.112782;0.3007519;5;52;681;118;0;26.578562
Champawat;Uttarakhand;13.533834;510;45.864662;61.691544;0;43.609024;Grade 5;54.135338;17.412935;42.857143;51.12782;20.232172;0.6633499;5;33;665;82;0;48.87218
Nainital;Uttarakhand;7.47198;511;53.798256;49.17408;12.951432;44.707348;Grade 5;46.201744;21.346888;34.86924;65.37983;27.191868;2.2871664;5;41;803;103;0;34.620174
Udham Singh Nagar;Uttarakhand;7.66129;512;59.408604;27.544098;17.069893;38.30645;Grade 5;40.591396;45.725914;36.962364;58.333332;20.895523;5.6987786;5;35;744;102;0;41.666668
Haridwar;Uttarakhand;8.832189;513;54.759567;18.924303;24.04318;37.095192;Grade 5;45.240433;52.290836;30.02944;56.42787;25.896414;1.0956175;5;40;1019;111;0;43.57213
Panchkula;Haryana;18.980892;601;47.770702;65.82447;0;47.13376;Grade 5;52.229298;19.015957;33.88535;16.43312;14.893617;0.26595744;6;30;785;81;0;83.56688
Ambala;Haryana;11.79941;602;52.11406;40.961338;18.58407;34.611603;Grade 5;47.88594;26.645767;35.004917;45.3294;32.183907;0.20898642;6;45;1017;106;0;54.6706
Yamunanagar;Haryana;0;603;49.793674;27.818447;0;55.845943;Grade 5;50.206326;45.24158;44.154057;61.485558;26.793558;0.14641288;6;32;727;72;0;38.514442
Kurukshetra;Haryana;3.9682539;604;46.16402;31.99426;0;55.291004;Grade 5;53.83598;31.99426;40.74074;69.04762;35.868004;0.14347202;6;33;756;82;0;30.952381
Kaithal;Haryana;0;605;47.61905;43.08943;0;49.462364;Grade 5;52.38095;28.292683;50.537636;66.513054;28.130081;0;6;26;651;67;0;33.486942
Karnal;Haryana;8.207934;606;46.10123;43.937233;0;45.00684;Grade 5;53.89877;25.96291;46.785225;59.370724;29.957205;0;6;30;731;72;0;40.629276
Panipat;Haryana;4.2194095;607;40.225037;35.993977;0;51.61744;Grade 5;59.774963;35.240963;44.16315;69.7609;28.012049;0.75301206;6;27;711;80;0;30.2391
Sonipat;Haryana;3.7037036;608;48.94932;43.850933;6.54321;47.77778;Grade 5;51.05068;33.54037;41.975307;54.197533;22.608696;0;6;32;810;81;0;45.802467
Jind;Haryana;4.1666665;609;52.36111;45.04373;0;51.38889;Grade 5;47.63889;20.699709;44.444443;77.361115;34.25656;0;6;29;720;68;0;22.63889
Fatehabad;Haryana;4.3923864;610;46.12006;40.735294;0;50.951683;Grade 5;53.87994;23.088236;44.65593;73.20644;35.735294;0.44117647;6;27;683;66;0;26.793558
Sirsa;Haryana;8.823529;611;49.558823;38;0;43.97059;Grade 5;50.441177;24.153847;47.205883;58.67647;37.53846;0;6;28;680;64;0;41.32353
Hisar;Haryana;4.0540543;612;48.648647;37.295082;0;53.10811;Grade 5;51.351353;22.677595;42.837837;82.567566;39.071037;0.95628417;6;29;740;68;0;17.432432
Bhiwani;Haryana;0;613;48.721226;53.642384;4.7314577;50.255756;Grade 5;51.278774;19.7351;45.012787;71.22762;26.357616;0.26490065;6;31;782;72;0;28.772379
Rohtak;Haryana;4.05954;614;53.360767;45.994064;0;49.526386;Grade 5;46.639233;22.40356;46.414074;63.058186;31.602373;0;6;29;739;67;0;36.941814
Jhajjar;Haryana;6.8965516;615;42.87356;58.303463;0;51.83908;Grade 5;57.12644;16.965353;41.264366;60.229885;24.014338;0.47789726;6;35;870;83;0;39.770115
Mahendragarh;Haryana;3.699137;616;43.77312;29.198967;0;50.924786;Grade 5;56.22688;50.387596;45.37608;84.710236;20.155039;0;6;38;811;83;0;15.289765
Rewari;Haryana;6.984866;617;52.21445;28.469751;0;50.40745;Grade 5;47.78555;43.060497;42.607685;72.17695;27.995255;0.47449586;6;36;859;84;0;27.82305
Gurugram;Haryana;15;618;49.75;72.25131;0;46.5;Grade 5;50.25;18.062828;38.5;25.75;9.031414;0.5235602;6;28;800;77;0;74.25
Faridabad;Haryana;12.080537;619;52.483223;72.01087;0;50.4698;Grade 5;47.516777;17.798914;37.449665;37.583893;10.054348;0.13586956;6;28;745;66;0;62.416107
Nuh;Haryana;0;620;40.141846;8.489208;0;55.03546;Grade 5;59.858154;84.460434;44.96454;79.432625;5.323741;1.2949641;6;24;705;63;0;20.567375
Palwal;Haryana;4.120879;621;53.70879;39.185394;0;49.45055;Grade 5;46.29121;36.9382;46.42857;79.94505;22.47191;1.264045;6;27;728;71;0;20.054945
Charkhi Dadri;Haryana;0;622;46.258503;45.440956;0;56.25;Grade 5;53.741497;23.916292;43.75;100;30.343796;0.29895365;6;33;736;82;0;0
East;Delhi;12.752391;710;48.884167;77.58865;22.422955;34.006374;Grade 5;51.115833;6.099291;30.81828;0;10.638298;0.5673759;7;34;941;93;0;100
North East;Delhi;0;711;59.34718;73.99031;15.578635;47.329376;Grade 5;40.65282;5.9773827;37.091988;0;8.077544;0.3231018;7;28;674;66;0;100
North;Delhi;0;712;52.07254;78.2344;33.678757;36.010365;Grade 5;47.92746;5.783866;30.31088;0;13.089802;1.217656;7;31;772;94;0;100
North West A;Delhi;12.658228;713;56.399437;75.757576;8.298172;40.646976;Grade 5;43.600563;8.333333;38.396626;5.766526;7.5757575;1.7045455;7;28;711;71;0;94.233475
North West B;Delhi;28.037384;714;46.028038;73.36884;1.9859813;36.09813;Grade 5;53.85514;6.524634;33.878506;0;15.978695;1.0652463;7;31;856;85;0.11682243;100
West A;Delhi;3.8412292;715;50.448143;85.73529;23.81562;33.162613;Grade 5;49.551857;2.0588236;39.18054;0;8.676471;0.5882353;7;30;781;85;0;100
West B;Delhi;16.08579;716;51.072388;69.43164;9.5174265;35.656837;Grade 5;48.927612;5.6835637;38.73995;0;11.367127;1.843318;7;28;746;89;0;100
South West A;Delhi;27.297543;717;47.897625;73.63445;17.470428;27.479527;Grade 5;52.102375;9.558824;27.752502;0;11.554622;1.7857143;7;41;1099;115;0;100
South West B;Delhi;20.352781;718;45.861603;70.24793;0;40.976933;Grade 5;54.138397;11.07438;38.670284;20.352781;10.743802;1.4876033;7;27;737;77;0;79.64722
South;Delhi;8.595988;719;48.7106;81.195335;15.329513;36.676216;Grade 5;51.2894;4.9562683;39.39828;0;10.932944;1.1661807;7;30;698;75;0;100
New Delhi;Delhi;13.23693;720;45.211582;82.93371;29.254728;27.030033;Grade 5;54.788418;6.4880114;30.47831;0;9.449929;0.5641749;7;34;899;98;0;100
Central;Delhi;0;721;43.251087;71.78631;37.300434;33.09144;Grade 5;56.748913;5.843072;29.608128;0;18.196995;0.3338898;7;30;689;82;0;100
South East;Delhi;15.873015;722;52.38095;73.17073;16.798943;36.50794;Grade 5;47.61905;6.7542214;30.820107;0;9.943715;2.0637898;7;34;756;98;0;100
Ganganagar;Rajasthan;28.367348;801;45.128204;29.87013;0;38.77551;Grade 5;54.871796;38.528137;32.857143;62.959183;31.16883;0.43290043;8;48;980;135;0;37.040817
Hanumangarh;Rajasthan;4.3103447;802;49.92806;10.866373;0;52.729885;Grade 5;50.07194;53.157124;42.95977;75.43104;35.535976;0.44052863;8;35;696;101;0;24.568966
Bikaner;Rajasthan;14.035088;803;49.356724;23.970037;0;50.643276;Grade 5;50.643276;53.43321;35.321636;72.39766;21.84769;0.6242197;8;37;855;108;0;27.602339
Churu;Rajasthan;4.0983605;804;50.409836;17.565699;0;57.786884;Grade 5;49.590164;50.484093;38.114754;74.18033;31.673582;0.2766252;8;33;732;99;0;25.819672
Jhunjhunu;Rajasthan;11.278195;805;48.18068;17.085426;0;50;Grade 5;51.81932;59.673367;38.721806;66.91729;19.974874;3.1407034;8;42;798;121;0;33.082706
Alwar;Rajasthan;10.778443;806;49.94012;15.664161;0;49.101795;Grade 5;50.05988;65.28822;40.11976;79.041916;13.032581;6.0150375;8;38;835;109;0;20.958084
Bharatpur;Rajasthan;6.741573;807;48.314606;18.157894;0;55.181023;Grade 5;51.685394;60.394737;38.077404;74.03246;20;1.1842105;8;35;801;94;0;25.96754
Dhaulpur;Rajasthan;4.076087;808;46.33152;25.895317;0;55.027172;Grade 5;53.66848;45.04132;40.89674;72.690216;23.278236;4.958678;8;31;736;92;0;27.309782
Karauli;Rajasthan;4.0214477;809;43.565685;11.491108;0;54.959785;Grade 5;56.434315;36.11491;41.01877;81.76944;37.619698;14.500684;8;36;746;107;0;18.230562
Sawai Madhopur;Rajasthan;8.6306095;810;52.117645;12.871287;0;50.86306;Grade 5;47.882355;41.089108;40.50633;66.51324;21.782179;23.51485;8;40;869;113;0;33.486767
Dausa;Rajasthan;7.853403;811;46.0733;8.874172;0;55.104713;Grade 5;53.9267;37.218544;37.041885;80.10471;30.993378;22.913908;8;39;764;109;0;19.895288
Jaipur;Rajasthan;29.933481;812;49.445675;32.242992;0;40.133038;Grade 5;50.554325;36.214954;29.933481;49.334812;16.705608;14.836449;8;44;902;117;0;50.665188
Sikar;Rajasthan;4.0214477;813;43.1694;12.0331955;0;65.951744;Grade 5;56.8306;56.70816;30.02681;75.871315;26.002766;4.011065;8;38;746;110;0;24.128687
Nagaur;Rajasthan;4.0053406;814;46.46195;11.216216;0;57.009346;Grade 5;53.53805;63.783783;38.985313;89.71963;24.594595;0.27027026;8;36;749;106;0;10.280374
Jodhpur;Rajasthan;22.254616;815;46.258503;26.470589;0;46.258503;Grade 5;53.741497;48.627453;31.486881;66.37512;15.588235;9.215686;8;43;1029;119;0;33.624878
Jaisalmer;Rajasthan;14.227086;816;42.816902;35.683453;0;58.960327;Grade 5;57.183098;44.46043;26.812586;89.60329;12.805756;6.9064746;8;37;731;98;0;10.396717
Barmer;Rajasthan;11.138614;817;40.346535;16.731518;0;49.0099;Grade 5;59.653465;53.307392;39.851486;86.88119;22.30869;5.5771723;8;40;808;114;0;13.118812
Jalor;Rajasthan;4;818;45.737484;10.821918;0;54.8;Grade 5;54.262516;59.863014;41.2;92;23.287672;6.027397;8;34;750;97;0;8
Sirohi;Rajasthan;3.8860104;819;47.279793;19.286657;0;53.367874;Grade 5;52.720207;33.2893;42.746113;70.336784;17.701452;29.590488;8;32;772;88;0;29.663212
Pali;Rajasthan;4.2134833;820;44.522472;17.820324;0;50;Grade 5;55.477528;59.057438;45.78652;73.17416;17.231222;5.7437406;8;37;712;106;0;26.825842
